Award Date,Quarter and Fiscal Year,Commodity Category,Contract Description,WBG Organization,Selection Number,Supplier,Supplier Country,Supplier Country Code,Contract Award Amount,Fund Source,VPU description
04/24/2017 12:00:00 AM,Q4 - FY17,SOFTWARE,Ukraine Crop Registry,IBRD,17-0191,Elife LLC,Ukraine,UA,380000.00,Trust Fund ,"VP, EFI Practice Group"
04/25/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Tanzania Lighting Africa - Consumer Education: Below the Line,IBRD,1225725,Experiential Marketing Tanzania Limited,Tanzania,TZ,316602.98,Trust Fund ,IFC VP Blended Finance & Partnerships
04/25/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Lao Pdr Feasibility Study - Strengthening Disaster Risk Management and Urban Flood Resilience,IBRD,1231625,Stichting Deltares,Netherlands,NL,396949.10,Trust Fund ,"VP, SD Practice Group"
04/25/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Digital Infrastructure Initiative: Central and South America,IFC,1232714,Deloitte Advisory S.L.,Spain,ES,342500.00,Trust Fund ,IFC VP New Business & Portfolio Management
04/25/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,"Digital Infrastructure Initiative: Middle East, Central Asia, Asia",IFC,1239467,Terabit Consulting Inc,USA,US,280000.00,Trust Fund ,IFC VP New Business & Portfolio Management
04/25/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Zambia Advisory Services on Improving the Organizational Structure and Staff Conditions of Service for Lusaka Water and Sewerage Company,IBRD,1236482,Castalia Ltd,New Zealand,NZ,281775.00,Trust Fund ,"VP, SD Practice Group"
04/26/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Evaluation and Learning Partnership on Transformational Change In the Climate Investment Funds,IBRD,1231310,"Community Science, Inc.",USA,US,620465.55,Trust Fund ,"VP, SD Practice Group"
04/27/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Indonesia Support for Implementation of Indonesia Wealth Accounting and Valuation of Ecosystem Services (WAVES) Firm Consultancy,IBRD,1225218,SarVision BV,Netherlands,NL,316100.00,Trust Fund ,"VP, SD Practice Group"
04/29/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,"India Polling Booth Surveys (PBSS) to Improve Quality of Maternal, Infant and Young Child Nutrition (MIYCN) Practices ",IBRD,1230456,IMS Health Information and Consulting Services India Pvt Ltd,India,IN,481963.35,Trust Fund ,"VP, HD Practice Group"
05/01/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Ukraine Pilot Activities for Monitoring and Reporting of Greenhouse Gas (GHG) Emissions and Emissions Trading System (ETS) Benchamrks Development,IBRD,1234105,Carbon Limits AS,Norway,NO,521174.00,Trust Fund ,"VP, SD Practice Group"
05/01/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Digital Infrastructure Initiative: Africa and Middle East,IFC,1246021M001,HIP Consult Inc,USA,US,365400.00,Trust Fund ,IFC VP New Business & Portfolio Management
05/01/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Costa Rica Partnership for Market Readiness (PMR) Review of the National Carbon Neutrality Plan (NCNP) and Reform of Its Domestic Carbon offset Market (DCM),IBRD,1236680,"Get2C,Lda",Portugal,PT,396300.00,Trust Fund ,"VP, SD Practice Group"
05/01/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Egypt Modernization of Petroleum & Gas Sector,IBRD,1231461,Mckinsey & Company LME Ltd,United Arab Emirates,AE,1800000.00,Trust Fund ,"VP, SD Practice Group"
05/02/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,East Asia Technical Assistance (TA) for Agri-Food Resilience to El Niño-Southern Oscillation (ENSO) (P160221),IBRD,1240579,International Food Policy Research   Institute,USA,US,350000.00,Trust Fund ,"VP, SD Practice Group"
05/02/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Benin Enhancing Infrastructure Services Through Public Private Partnerships (PPPs): Institutional Strengthening and Capacity Building Support,IBRD,1218498,CPCS Transcom International Limited,Barbados,BB,309951.00,Trust Fund ,"VP, EFI Practice Group"
05/05/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Pakistan Cost of Retail Payments and Payment Flows (CRPF) Demand-Side Study,IBRD,1240015,GALLUP/BRB,Pakistan,PK,271000.00,Trust Fund ,"VP, EFI Practice Group"
05/08/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Ethiopia Profile of Refugees,IBRD,1238479,Zerihun Associates PLC,USA,US,347261.20,WBG,Africa
05/08/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Guinea-Bissau Strategic Engagement for Infrastructure Public Privtae Partnership (PPP) Phase II -Public Privtae Partnership (PPP) Project Pipeline Development and Capacity Building,IBRD,1224247,CPCS Transcom International Limited,Barbados,BB,265610.00,Trust Fund ,"VP, SD Practice Group"
05/08/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Consulting Services in Support of the Implementation of the New World Bank Environmental and Social Framework for Investment Project Financing Operations,IBRD,1232031,Arcadis Nederland B.V,Netherlands,NL,378000.00,WBG,Operations Policy & Country Services VP
05/08/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Somali High Frequency Survey (SHFS) Wave 2,IBRD,1236926,Lhassa Consulting FZE T/A Altai Consulting,United Arab Emirates,AE,997727.00,Trust Fund ,"VP, EFI Practice Group"
05/10/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Mozambique Foreign Economic Cooperation Center,IBRD,1240424,"foreign Economic Cooperation Center Ministry of Agriculture, P.R.China",China,CN,300060.00,Trust Fund ,"VP, SD Practice Group"
05/11/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Lebanon Global Infrastructure Facility (GIF) Project Definition Activity: Greater Beirut Urban Transport Project Public Private Partnership (PPP) Options Study,IBRD,1233378,RebelGroup International B.V.,Netherlands,NL,357883.84,Trust Fund ,"VP, SD Practice Group"
05/11/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Lebanese Government Interoperability & Business Entry Commercial Registry One Stop Shop Implementation Suprevision and Qualtiy Assurance,IFC,1235648,RE-AKTIV DOO,Macedonia,MK,499800.00,Trust Fund ,"VP, EFI Practice Group"
05/12/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Low and Middle Income Countries (LMIC) Pollution Management and Environmental Health (PMEH) Contract with Desert Research Institute (DRI),IBRD,1241297,Board of Regents of the Nevada System of Higher Education on behalf of the Desert Research Institute,USA,US,306440.00,Trust Fund ,"VP, SD Practice Group"
05/15/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Advisory Services for Knowledge Management Support on Water Resources Management,IBRD,1240001,International Water Mgmt. Institute (IWMI),Sri Lanka,LK,,Trust Fund ,"VP, SD Practice Group"
05/17/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Tanzania Lighting Africa - Consumer Education: Above the Line,IBRD,1225844,Khangarue Media Limited,Tanzania,TZ,371190.32,Trust Fund ,IFC VP Blended Finance & Partnerships
05/22/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Ghana Strengthening Private Sector Participation in Community Water Supply,IBRD,1232296,Safe Water Network,USA,US,260000.00,Trust Fund ,"VP, SD Practice Group"
05/22/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Georgia Forest Inventory in Chokhatauri Forestry Unit,IBRD,1241646,ONF International,France,FR,310360.00,Trust Fund ,"VP, SD Practice Group"
05/22/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Marshall Islands and Federal States of Micronesia Community Vulnerability Mapping,IBRD,1223596,International Organization for Migration (IOM),Micronesia,FM,600000.00,Trust Fund ,"VP, SD Practice Group"
05/23/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Ghana International Development Association (IDA17) Policy Dialogue on Climate Change Adaptation and Disaster Risk Reduction - Greater Accra Climate Risk Mitigation Strategy,IBRD,1229117,HKV lijn in water,Netherlands,NL,624643.18,Trust Fund ,"VP, SD Practice Group"
05/23/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Indonesia Consultancy Services for Sistem Perbendaharaan Dan Anggaran Negara (SPAN) Information System Audit - The Ministry of Finance,IBRD,1227063,PT Ernst and Young Indonesia (EYI),Indonesia,ID,404493.08,Trust Fund ,"VP, EFI Practice Group"
05/24/2017 12:00:00 AM,Q4 - FY17,GENERAL BUILDING,"Pakistan Consultancy Services for Third Party Monitoring Agent (TPMA) for the Khyber Pakhtunkhwa (KP), Federally Administered Tribunal Areas (FATA) & Balochistan Multi Donor Trust Fund",IBRD,1230117,Associates in Development,Pakistan,PK,1655229.00,Trust Fund ,South Asia
05/26/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Indonesia Lowland Inundation Risk Assessment,IBRD,1240036,Stichting Deltares,Netherlands,NL,299017.90,Trust Fund ,"VP, SD Practice Group"
05/29/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,"Nigeria, Kaduna and Kano States - Multi-Tier Framework Energy Access Household Energy Survey",IBRD,1230814,TNS RMS Nigeria Ltd,Nigeria,NG,367725.00,Trust Fund ,"VP, SD Practice Group"
05/31/2017 12:00:00 AM,Q4 - FY17,SOFTWARE,Mulesoft Anypoint License Product,IBRD,NA,Mountain State Software Solutions,USA,US,375806.18,WBG,Information and Technology Solutions
06/01/2017 12:00:00 AM,Q4 - FY17,TRANSPORTATION,FY2018 Metrochek/ Smartbenefits,IBRD,Direct Payment,Washington Metro Area Transit,USA,US,1800000.00,WBG,"Managing Director, WBG Chief Administrative officer "
06/01/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Tanzania Public Private Partnership (PPP) Viability Studies for Municipal Projects,IBRD,1232526,Deloitte Consulting Limited,Tanzania,TZ,827180.00,Trust Fund ,Global Themes Vice Presidency
06/01/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Ukraine Verification Pilots and Training,IBRD,1235511,Verico SCE,Germany,DE,332462.50,Trust Fund ,"VP, SD Practice Group"
06/01/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,"Ukraine Technical Assistance in Development of National Monitoring, Reporting, Verification (MRV) Legislation",IBRD,1236851,Baker and McKenzie Limited,Ukraine,UA,399575.00,Trust Fund ,"VP, SD Practice Group"
06/02/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,"Pakistan,Tanzania,Bangladesh,Nigeria,Ghana Pollution Management and Environmental Health Program (PMEH) Contract with Pure Earth",IBRD,1241504,"Blacksmith Institute, Inc   dba Pure Earth",USA,US,509922.56,Trust Fund ,"VP, SD Practice Group"
06/02/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Mali Methodological Experiment on Measurement of Sorghum Yield and Variety Identification,IBRD,1242192,ICRISAT --Intl Crops Research Inst.     for the Semi-Arid Tropics,Mali,ML,286624.46,Trust Fund ,Development Economics and Chief Economist
06/06/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Philippines Clark Airport International Technical Consultant,IFC,1229492,Mott MacDonald Singapore Pte Ltd,Singapore,SG,799540.00,Trust Fund ,IFC VP Blended Finance & Partnerships
06/08/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Indonesia City Technical Capacity Support for Solid Waste Management Investment Preparation,IBRD,1241183,PT. EnviroSolutions and Consulting,Indonesia,ID,376013.65,Trust Fund ,"VP, SD Practice Group"
06/09/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Bangladesh Child Cognitive Development Survey for Income Support Program for the Poorest Impact Evaluation (ISPP) (Baseline),IBRD,1221983,"ICDDR, B",Bangladesh,BD,376827.00,WBG,"VP, HD Practice Group"
06/10/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,2018 off Grid Solar Market Trends Report - the Biennial Lighting Global/Global off-Grid Lighting Association (GOGLA) Franchise Report of Market Data and Trends for the Sector,IFC,1234476,Dalberg Development Advisors Pvt   Ltd,India,IN,255755.00,Trust Fund ,IFC VP Blended Finance & Partnerships
06/12/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Mali Enquete Agricole De Conjoncture Integree II,IBRD,1242187,Learning Standards Measurement Study  Ministry of Rural Development (LSMS/MDR),Mali,ML,457891.05,Trust Fund ,Development Economics and Chief Economist
06/12/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,India Consumer Awareness Campaign on Green Homes,IFC,1238213,NDTV Ltd,India,IN,304803.37,Trust Fund ,IFC VP Blended Finance & Partnerships
06/12/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Analytical Support for Preparation of the Next Phase of West African Agricultural Productivity Program (WAAPP)- International Food Policy Research Institute (IFPRI),IBRD,1240167,International Food Policy Research  Institute,USA,US,299990.23,Trust Fund ,"VP, SD Practice Group"
07/05/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,2017 Global Agriculture and Food Security Program (GAFSP) Program Evaluation,IBRD,1240888,LTS International Ltd,United Kingdom,GB,320050.00,Trust Fund ,"VP, SD Practice Group"
06/14/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Elearning Development - Consulting Services in Support of the Implementation of the New World Bank Environmental and Social Framework for Investment Project Financing (IPF) Operations.,IBRD,1238442,TATA Interactive Systems Ltd.,USA,US,682320.00,WBG,Operations Policy & Country Services VP
06/15/2017 12:00:00 AM,Q4 - FY17,TRAINING,Hongkong IFC Senior Training on Public-Private Partnerships (PPP) and Project Finance Program,IFC,SS,President & Fellows of Harvard College,USA,US,264100.00,WBG,IFC VP Economics & Private Sector Development
06/15/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Ghana and Nigeria African Transport Policy Program (SSATP) Urban Transport and Mobility Pillar Consultancy Services on Fostering Knowledge in Transport Policies and Institutional Strengthening,IBRD,1233021,TRANSITEC Consulting Engineers Ltd,Switzerland,CH,334921.08,Trust Fund ,"VP, SD Practice Group"
06/15/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,"Senegal, Guinea, Cote D'Ivoire African Transport Policy Program (SSATP) Urban Transport and Mobility Pillar Consultancy Services on Fostering Knowledge in Transport Policies and Institutional Strengthening",IFC,1233019,TRANSITEC Consulting Engineers Ltd,Switzerland,CH,365327.04,Trust Fund ,"VP, SD Practice Group"
06/15/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,"Ethiopia, Kenya and Rwanda African Transport Policy Program (SSATP) Urban Transport and Mobility Pillar Consultancy Services on Fostering Knowledge in Transport Policies and Institutional Strengthening",IBRD,1233020,TRANSITEC Consulting Engineers Ltd,Switzerland,CH,452673.00,Trust Fund ,"VP, SD Practice Group"
06/19/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Myanmar Special Diagnostic and Development of Restructuring Plan for Myanmar Agricultural Development Bank,IBRD,1231748,Rabo International Advisory Services   (RIAS) b.v,Netherlands,NL,644814.00,Trust Fund ,"VP, EFI Practice Group"
06/19/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,"Senegal Strategic, ITS and Technical Consultant  Dakar Bus Rapid Transit (BRT)",IFC,1239077,"Advanced Logistics Group, S.A.",Spain,ES,310580.00,Trust Fund ,IFC VP Blended Finance & Partnerships
06/19/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Myanmar Special Diagnostic and Development of Comprehensive Restructuring Plan for Myanmar Economic Bank (MEB),IBRD,1231742,Rabo International Advisory Services   (RIAS) b.v,Netherlands,NL,620164.00,Trust Fund ,"VP, EFI Practice Group"
06/19/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Undertaking Optima HIV Studies and Capacity,IBRD,1230684,McFarlane Burnet Institute,Australia,AU,2042050.00,Trust Fund ,"VP, HD Practice Group"
06/20/2017 12:00:00 AM,Q4 - FY17,TELECOMMUNICATIONS,Annual Global Broadband Global Area Network (BGAN) Services,IBRD,NA,"MVS USA, Inc",USA,US,753581.42,WBG,Information and Technology Solutions
06/20/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Niger Private Sector-Based Delivery of Electricity Services in Rural Areas,IBRD,1233593,GOPA-International Energy     Consultants GmbH,Germany,DE,355198.00,Trust Fund ,"VP, SD Practice Group"
06/20/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Central American Countries: 6C Scaling-Up Variable Renewable Energy (VRE) Integration in Central America (CA) Technical Assistance to Integrate Variable Renewable Energy Technologies in the Electricity Grid,IBRD,1237230,Estudios Energeticos Consultores S.A,Uruguay,UY,361910.00,Trust Fund ,"VP, SD Practice Group"
06/23/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Tanzania Community Mapping Facilitation and Training for Urban Flood Risk Exposure,IBRD,1238524,Humanitarian OpenStreetmap Team,USA,US,749950.00,Trust Fund ,"VP, SD Practice Group"
06/27/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Cameroon Central African Economic and Monetary Community (CEMAC) Transport and Trade Facilitation Project Third Party Monitoring for Mora-Dabanga-Kousseri Road Works,IBRD,1243246,Louis Berger S.A.,France,FR,1299100.00,WBG,Latin America & Caribbean
06/29/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Brazil Technical Consultant for Street Lighting Public Private Partnership (PPP),IFC,1239840,Accenture do Brasil Ltda.,Brazil,BR,815997.97,Trust Fund ,IFC VP Blended Finance & Partnerships
06/30/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Democratic Republic of Congo Mapping of Government and Major Private Sector Employers Payment Streams,IBRD,1236539,Lhassa Consulting FZE T/A Altai Consulting,United Arab Emirates,AE,457600.00,Trust Fund ,"VP, EFI Practice Group"
07/01/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,"Rwanda,Uganda, Tanzania, Dr Congo and Ethiopia A Business to Consumer-Market Product Development Research to Identify and Confirm Market Needs and Opportunities for fortified Nutritious Foods ",IFC,1235262,AC Nielsen,Kenya,KE,494948.00,Trust Fund ,IFC VP New Business & Portfolio Management
07/01/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Kenya Commercial Bank Disbursement of Payments to KTDA Trainers,IFC,1245050,KCB Bank Kenya LTD,Kenya,KE,500998.71,Trust Fund ,IFC VP New Business & Portfolio Management
07/01/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Afghanistan Economic Consulting Associates (ECA),IBRD,1243146,Economic Consulting Associated LTD,United Kingdom,GB,282000.00,Trust Fund ,"VP, EFI Practice Group"
07/03/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Workshop Facilitation,IFC,1237418,Gooseworks Consulting LLC,USA,US,282880.00,WBG,WBG Finance & Accounting
07/03/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Indonesia Toll Road 2017 (3),IBRD,1240878,Mott MacDonald Singapore Pte Ltd,Singapore,SG,255000.00,Trust Fund ,"VP, SD Practice Group"
07/10/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Nepal Local Shares as a Benefit Sharing Mechanism  for Hydropower Projects,IBRD,1238462,Pioneer Law Associates Pvt. Ltd.,Nepal,NP,274909.06,Trust Fund ,IFC VP Legal & ESG Risk and Sustainability
07/10/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Capacity Building Assessment and Training in Korea On Information and Communication Technology (ICT) Based Land Management Systems,IBRD,1236642,Korea Land and Geospatial InformatiX  Corporation (LX),Korea,KR,459990.00,Trust Fund ,"VP, SD Practice Group"
05/29/2018 12:00:00 AM,Q4 - FY18,SOFTWARE,Apache Solr Search - Connector,IBRD,18-0271,Onix Networking Corp.,USA,US,,WBG,Information and Technology Solutions
06/04/2018 12:00:00 AM,Q4 - FY18,CONTRACT CONSULTANTS,South Africa The 2018 World Bank Group Enterprise Survey (ES) and Micro-Enterprise Survey,IBRD,1255474,Ipsos Pty Ltd,South Africa,ZA,320000.00,TRUST FUND,Development Economics and Chief Economist
05/11/2018 12:00:00 AM,Q4 - FY18,CONTRACT CONSULTANTS,New Gulf Province (Papua New Guinea) Transport Route Impact Study,IFC,1255135,ERIAS Group Pty Ltd,Australia,AU,299868.00,TRUST FUND,IFC Chief Operating Officer
05/16/2018 12:00:00 AM,Q4 - FY18,SOFTWARE,User Behaviour Analytics Software,IBRD,18-0187,"Securonix, Inc.",USA,US,,WBG,Information and Technology Solutions
04/23/2018 12:00:00 AM,Q4 - FY18,CONTRACT CONSULTANTS,Pakistan Developing the Education Sector Plan in Sindh,IBRD,1256764,UNESCO,France,FR,449422.00,TRUST FUND,"VP, HD Practice Group"
04/16/2018 12:00:00 AM,Q4 - FY18,CONTRACT CONSULTANTS,"Ethiopia, Madagascar Animal Protein Productivity Strategy",IFC,1254736,Australian Agricultural Nutrition,Australia,AU,531580.00,TRUST FUND,IFC Chief Operating Officer
04/23/2018 12:00:00 AM,Q4 - FY18,CONTRACT CONSULTANTS,"Myanmar, Sri Lanka Liquefied Natural Gas (LNG) Import Terminal Public Private Partnership (PPP) - Technical Consultant",IFC,1229899,Navigant Consulting (Europe) Ltd,United Kingdom,GB,250000.00,TRUST FUND,IFC Chief Operating Officer
05/25/2018 12:00:00 AM,Q4 - FY18,CONTRACT CONSULTANTS,Tanzania Dar es Salaam Community Disaster Response and Risk Reduction Plans,IBRD,1255029,Stichting Deltares,Netherlands,NL,632128.00,TRUST FUND,"VP, SD Practice Group"
04/01/2018 12:00:00 AM,Q4 - FY18,TELECOMMUNICATIONS,Global Multiprotocol Label Switching (MPLS) Wide Area Network (WAN) Services,IBRD,17-0375,Verizon Business Network Services,USA,US,2283816.93,WBG,Information and Technology Solutions
